BLY55889684,Mr.,Omar,Johns,Coffey,sagittis.Duis.gravida@est.org,rhoncus.Proin.nisl@vulputateveliteu.com,07552 678970,75B49BAC-2449-3EE2-AC65-33C90E854591,,1961-10-08,,"P.O. Box 316, 7253 Adipiscing. Road",Ap #384-175 Orci. Ave,Sierra Leone,2012-06-29,,MSc,Full time,Computer Science,Applied,Government sponsored,International
BMI82309355,Mr.,Rachel,Carey,Durham,malesuada.malesuada@laciniaorci.ca,nulla.Donec.non@nonsollicitudin.net,(023) 3655 0102,F78D912E-E9B7-CCB2-E90A-26D9C4C3B597,,1949-06-08,,480-7716 Duis Avenue,Ap #212-540 Cum Rd.,Laos,2012-10-19,,MSc,Full time,Computer Science,Graduated,Government sponsored,International
BMT30976400,,Hiram,Wise,Kane,feugiat.Lorem@maurisMorbi.com,amet@luctus.co.uk,(0131) 458 4543,F3529FCA-21E2-FAF0-440E-70A09E9B8467,,1936-02-20,Other,Ap #862-4432 In St.,165 Dolor Av.,French Southern Territories,2015-05-22,,PhD,Full time,Computer Science,Enrolled,Project funded,Foreign
BRB70618443,,Kay,Mccarthy,Blake,In@aliquetsemut.net,consectetuer.mauris@lacusEtiam.org,0800 1111,CF0D7F9C-19DA-1579-0218-CF18AE373300,,1968-09-29,Male,Ap #703-5985 In St.,"P.O. Box 181, 6665 Tortor. Av.",Brazil,2012-06-30,,MSc,Full time,Computer Science,Withdrawn,Self funding,UK
BRV39816366,,Lucian,Mccullough,Page,pede.Cras@sitametluctus.ca,gravida.Praesent.eu@atlacus.ca,056 6030 6729,F89CDCA7-9D7B-6481-7C2A-B510D8438F6A,,1968-05-29,Female,5616 Nisi. Avenue,"943-3175 Mauris, Rd.",Iran,2012-08-07,,MPhil,Full time,Computer Science,Withdrawn,Self funding,Foreign
BRV44172286,Dr.,Kendall,Pacheco,Larson,Vivamus@nisisem.org,in.dolor@volutpatNullafacilisis.ca,(022) 6843 1484,2EB40FC8-6F55-AF27-6228-41C481D89041,,1977-01-29,Male,"P.O. Box 596, 3257 Metus St.",Ap #929-325 Purus Av.,Slovenia,2012-10-05,,PhD,Full time,Computer Science,Applied,Self funding,International
BSU06969769,,Ciaran,Rutledge,Lambert,vel@convallis.com,libero@convallisconvallisdolor.edu,0800 747 5400,ABD5CC02-98D5-13D9-B308-B3C3F30CCBF2,,1979-01-18,,8375 Sodales Rd.,"P.O. Box 152, 3874 Etiam Ave",Belarus,2014-08-20,,PhD,Full time,Computer Science,Enrolled,UniL Scholarship,EU
BTS87093197,,Joshua,Medina,Rose,metus.vitae@posuerecubilia.com,neque.non@et.ca,076 7022 9904,92668A4D-8541-15EE-12D8-B53CC05AB553,,1956-10-01,Other,"7443 Imperdiet, Rd.",Ap #647-6719 Venenatis Ave,Cyprus,2016-02-18,,MPhil,Full time,Computer Science,Graduated,Self funding,EU
BUD08677898,Dr.,Ann,Nichols,Horne,justo.eu@ante.co.uk,tristique.neque.venenatis@inmolestie.ca,(012760) 18818,CA969D61-92B2-8A80-FD43-0BB0CF310833,,1937-03-10,Male,935-6419 Donec St.,"P.O. Box 247, 9446 Turpis. St.",Senegal,2016-03-26,,MSc,Part time,Computer Science,Graduated,Government sponsored,UK
BUU95844217,,Fitzgerald,Blake,Maldonado,nostra.per.inceptos@netus.org,at.augue@ipsumSuspendisse.ca,(0114) 335 1425,C4945BA5-7F9F-64F8-5436-C205495CADC5,,1978-07-22,Female,"Ap #437-5084 Orci, Av.","P.O. Box 745, 7633 Ullamcorper. Rd.",Nigeria,2013-12-07,,MSc,Part time,Computer Science,Withdrawn,UniL Scholarship,International
BWG13181203,Ms.,Nita,Glover,Garner,lectus.Nullam@Nunccommodoauctor.edu,libero.mauris@Donecnonjusto.edu,0800 1111,F03E6E3D-37BC-1BAE-2268-0C443A43D623,,1988-05-21,,Ap #849-7946 Eros St.,2188 Metus. St.,Niue,2013-10-17,,PhD,Full time,Computer Science,Enrolled,Government sponsored,Foreign
BXK00531662,Dr.,Deirdre,Kelley,Bonner,libero.Proin.mi@inaliquetlobortis.co.uk,ac@lacus.org,0800 625 1656,04B8D08D-CFB7-0DFA-10C6-5F579C8C65E5,,1966-08-10,,Ap #587-5804 Sed Av.,Ap #655-9196 Eget Street,Pakistan,2013-03-03,,MPhil,Part time,Computer Science,Applied,Government sponsored,International
CBJ68188161,,Nerea,Orr,Burt,id@urnaNunc.net,erat@at.co.uk,(0111) 665 6817,F8FE9979-3A65-7A1F-77F3-1F83043EFF2F,,1938-03-08,Male,Ap #424-3554 Euismod Street,Ap #420-8152 Pellentesque Rd.,Burkina Faso,2013-12-26,,MPhil,Full time,Computer Science,Withdrawn,UniL Scholarship,Foreign
CBL77552427,Dr.,Autumn,Walton,Bender,quis@nonarcu.com,tempus@lacusCrasinterdum.edu,0973 776 7312,3E6FFB23-B072-BA89-BDCC-A5C7A84D5BE7,,1923-04-12,,8223 Tincidunt St.,609-8024 Pede. Street,Liberia,2013-10-18,,PhD,Full time,Computer Science,Withdrawn,Self funding,International
CDX00661900,,Marsden,Watson,Guy,sed.dui@Curabitur.edu,bibendum.sed.est@fringillaeuismod.edu,0500 880611,20C76CA4-0EDD-6D3F-C32E-45F50A7F1F82,,1959-09-19,Female,182-6124 Ac St.,"P.O. Box 754, 7934 Cursus St.",Sudan,2016-05-06,,PhD,Full time,Computer Science,Withdrawn,Industry funding,EU
CFL76519265,,Constance,Sutton,Macias,et.ipsum@consectetueradipiscingelit.edu,enim.Mauris@felisullamcorperviverra.org,(01986) 47501,65FF3D7D-EB84-C564-81AB-15CDC42C6910,,1987-08-03,Other,159-7496 Accumsan Road,1590 Lorem Avenue,Wallis and Futuna,2013-12-23,,PhD,Full time,Computer Science,Applied,Project funded,Foreign
CFR05334644,Mrs.,Tashya,Price,Boyle,quis@a.ca,pede.sagittis.augue@in.ca,0845 46 41,784EF759-C7E4-AB2F-0EDF-D1DAABEE528C,,1987-07-28,,8052 Augue St.,Ap #285-231 Luctus. St.,Saint Pierre and Miquelon,2013-05-23,,PhD,Full time,Computer Science,Graduated,Self funding,EU
CGP02573755,,Channing,Bass,Banks,vitae.mauris@Phasellusfermentumconvallis.ca,pharetra.Nam@vitaeerat.com,(01821) 23002,63E631F0-FA22-AD00-3A77-47711BB4A4B0,,1918-10-12,,3574 Lobortis Street,"652 Ac, Rd.",Western Sahara,2014-06-01,,MSc,Part time,Computer Science,Graduated,UniL Scholarship,Foreign
CGY66820332,Mrs.,Malcolm,Best,Huff,consequat.auctor.nunc@pretiumneque.net,nisl@eu.org,(01650) 841366,350C01AE-428C-4106-D762-B41BE80EF3AD,,1952-04-25,Male,851-474 Primis Rd.,"P.O. Box 676, 773 Eu, Ave",Tunisia,2013-04-26,,MSc,Part time,Computer Science,Applied,UniL Scholarship,International
CHW54615119,,Victoria,Burks,Herring,Integer.id.magna@Vestibulum.org,mauris@imperdietullamcorper.edu,0316 781 3038,A1D7F697-4E24-8DCD-A9B4-1F660484B419,,1952-03-17,,"P.O. Box 998, 9945 Amet Rd.","651-8002 Eleifend, Rd.",Saudi Arabia,2012-08-31,,PhD,Part time,Computer Science,Enrolled,Self funding,UK
CIG23548877,,Wallace,Valenzuela,Henderson,eros@augueeu.org,at.pretium@mattisInteger.net,0800 1111,3B307A76-9871-9A49-D79E-E5CD6638BE9A,,1921-03-27,,103-3638 Libero St.,194-760 Curae; Av.,Mozambique,2012-07-19,,PhD,Part time,Computer Science,Enrolled,Project funded,Foreign
CII36917560,,Sybill,Oneil,Carpenter,sit@Phasellusvitae.edu,ut.eros@faucibusut.net,(016977) 6779,391EBB53-30C4-C3BE-9244-49969BE82AC8,,1945-02-03,,"P.O. Box 361, 2046 Metus. St.","P.O. Box 536, 8502 Malesuada Rd.",Montserrat,2015-08-02,,MSc,Part time,Computer Science,Withdrawn,Self funding,International
CIM52442434,,Lila,Shepherd,Browning,Integer.urna@Integer.edu,habitant@Phasellus.co.uk,(025) 9298 0552,8B5A03FA-7583-0725-A6B9-6D8393A52608,,1928-06-28,Female,5150 Scelerisque Street,"P.O. Box 207, 3458 Nibh Street",Bolivia,2012-08-22,,PhD,Part time,Computer Science,Graduated,Industry funding,Foreign
CIR17831721,,Keelie,Obrien,Middleton,nibh.Donec.est@tellus.org,vulputate@loremeu.co.uk,0887 806 4743,B67B2A80-DEA1-5A0E-0A13-69265914F951,,1949-05-01,,8606 Lorem. Street,"6443 Semper, Rd.",United States,2015-11-05,,MPhil,Full time,Computer Science,Enrolled,Government sponsored,International
CJG10265580,Mrs.,Hedwig,Brady,Good,non.ante.bibendum@nonummy.net,mollis.Integer@tinciduntadipiscingMauris.edu,056 9075 5864,B32782EA-565F-2489-DB55-4F4CBF112CA1,,1929-05-17,Other,5847 Sed Av.,8297 Morbi St.,Ireland,2013-02-04,,MPhil,Full time,Computer Science,Graduated,Project funded,UK
CJG86208493,Dr.,Bertha,Forbes,Powers,pede.blandit@arcuet.org,lobortis@rhoncus.com,(0114) 266 3345,997F4769-5EF1-4441-6353-C7F7C8475D7D,,1986-08-01,,8207 Nulla St.,4981 Morbi Av.,Djibouti,2014-06-04,,MSc,Full time,Computer Science,Enrolled,Industry funding,International
CKT31927667,Mrs.,Timon,Townsend,Manning,Nullam.feugiat@Namacnulla.edu,Fusce.aliquam.enim@laoreet.org,0800 833567,24015F67-7893-38C2-C502-FBC5CB0CC363,,1953-09-05,Other,Ap #929-1977 Diam. Street,576-279 Proin Ave,China,2014-05-18,,MSc,Full time,Computer Science,Graduated,Industry funding,International
CKW84538331,,Halee,Landry,William,euismod.mauris.eu@Nullafacilisis.com,lectus.ante.dictum@tellus.com,0879 615 5952,011FF833-638B-E6B6-A571-7DCB85EE7897,,1971-02-01,,Ap #468-727 Arcu. St.,8511 Libero Av.,Japan,2013-07-27,,PhD,Full time,Computer Science,Applied,UniL Scholarship,International
CLV68296884,,Rooney,Snider,Mccarthy,gravida.nunc@atnisi.org,tempor.diam.dictum@magna.org,(025) 9356 7425,DEE2791C-8137-60EC-68FB-0278171948FF,,1976-08-11,,"569-3205 Non, Ave",Ap #143-4457 Leo. Rd.,Uruguay,2013-12-20,,MSc,Part time,Computer Science,Applied,UniL Scholarship,EU
CMC84884260,Mr.,Ferris,Rosa,Trevino,enim.Suspendisse.aliquet@Quisquepurussapien.edu,sed.libero.Proin@tincidunt.edu,0800 915642,00D61BCC-E549-0AB8-AF97-A9321E72F7AA,,1934-11-30,Female,Ap #623-1591 Sed Av.,342-319 Etiam Ave,Myanmar,2015-02-21,,MPhil,Part time,Computer Science,Applied,Self funding,International
CMQ27281044,,Jared,Guthrie,Potts,Vestibulum@Duis.net,ut.lacus.Nulla@conguea.co.uk,(01347) 267007,8F0139ED-DDAC-2B5F-554F-528953FD831F,,1937-11-15,Other,"7083 Lorem, Avenue",504-2698 Nisi Avenue,Myanmar,2012-01-05,,PhD,Full time,Computer Science,Withdrawn,Self funding,Foreign
CMY23738954,,McKenzie,Kennedy,Michael,magna.Duis@Pellentesquehabitantmorbi.co.uk,Vivamus.euismod.urna@sapien.org,(016977) 0819,5E206E03-3601-1338-DAE3-0D7458473A86,,1958-12-27,,7595 Aptent Rd.,Ap #766-7554 Nullam Av.,Togo,2014-01-18,,PhD,Full time,Computer Science,Graduated,Government sponsored,Foreign
CNA23735569,,Rogan,Clarke,Sharpe,pede.Suspendisse.dui@velit.co.uk,Ut.nec.urna@condimentumegetvolutpat.com,0845 46 46,85A521DA-625B-E711-66AF-3D1D3F37488B,,1931-04-25,Other,2454 Faucibus Ave,"P.O. Box 496, 2921 Augue Ave",Namibia,2014-07-26,,MPhil,Full time,Computer Science,Applied,Industry funding,EU
CNS80837300,Mrs.,Ferdinand,Faulkner,Weiss,ullamcorper.velit.in@DonecfringillaDonec.edu,eget.dictum@nibhAliquam.net,0500 334033,C7D8BDE7-3D95-FCB7-0924-5D1E6614294B,,1932-12-06,,1071 Pellentesque. St.,9289 Dictum. Road,Jordan,2014-07-07,,PhD,Part time,Computer Science,Applied,UniL Scholarship,International
CNV76026775,Ms.,Ann,Reese,Bullock,Aliquam.fringilla@eratnonummyultricies.org,ut.sem.Nulla@Vivamus.net,056 3472 0394,F9E53879-9184-08EC-0E46-20433B5AB4F7,,1952-07-27,Male,5643 Mollis Avenue,589-1336 Arcu. Street,India,2013-03-04,,MPhil,Full time,Computer Science,Enrolled,UniL Scholarship,International
COR55597019,,Selma,Curry,Robbins,mauris.Integer@lobortisultrices.net,ligula@Proin.org,0800 622 2710,0776ECDC-7697-680E-9FA5-891F06420599,,1924-09-30,Female,"966-7877 Aliquam, Rd.","P.O. Box 914, 2643 Morbi St.",Russian Federation,2015-06-02,,MSc,Full time,Computer Science,Withdrawn,Project funded,Foreign
CQF37677122,,Desirae,Mullen,Walker,vestibulum.Mauris.magna@erateget.co.uk,sed.hendrerit.a@ac.edu,0800 253 6502,5E149B15-9421-C661-3635-C32C1CE8F1BE,,1948-10-20,,7300 In St.,7189 Egestas. St.,Tokelau,2012-06-19,,PhD,Part time,Computer Science,Withdrawn,Self funding,UK
CUM60147282,,Matthew,Reed,Lane,risus.quis@purusinmolestie.net,ipsum.primis@cursusInteger.co.uk,07434 366478,12D75C07-16F1-2A3D-1042-F067F66B0346,,1929-03-10,,Ap #123-209 Auctor Rd.,315-1906 Cras St.,Saint Pierre and Miquelon,2016-02-14,,MSc,Full time,Computer Science,Enrolled,Government sponsored,Foreign
CVK54950420,,Gretchen,Valencia,Long,nisi.nibh@tortor.org,urna.convallis.erat@risusNullaeget.com,0327 705 3191,F3666D34-1718-1D33-D982-5095758F76A5,,1931-05-14,,"P.O. Box 905, 1455 Arcu Road","P.O. Box 160, 9213 Nec St.",Nauru,2015-10-29,,MPhil,Full time,Computer Science,Withdrawn,Industry funding,UK
DCO49296487,Dr.,Oliver,Jefferson,Hayes,Vestibulum.ante@nislNullaeu.org,dolor.Fusce@ridiculusmus.net,0845 46 49,3408580E-70F4-092A-F7F4-29F83E1AFA92,,1923-08-02,,"P.O. Box 995, 1472 Dignissim St.",Ap #499-4557 Eu St.,United States Minor Outlying Islands,2015-07-15,,MPhil,Part time,Computer Science,Enrolled,Government sponsored,Foreign
DDD68163406,Mr.,Malcolm,Craig,Ruiz,et@torquent.org,suscipit.nonummy@mus.com,0500 627284,6BA10571-AD7D-D18D-0A14-2E69F218E78B,,1936-05-21,Male,Ap #390-6309 Risus Rd.,Ap #832-4066 Odio. Road,Iraq,2013-06-13,,MPhil,Part time,Computer Science,Graduated,UniL Scholarship,EU
